document,line,note,notevalue,syllable,accenttype,accent,juncture,member1,lex,wd,cg,ag,minorp1,minorp,majorp,ftype,metricalboundary,musicalsection,supplement,meter,propername,emphasis,initialrise,secondaryrise,soundsymbolism,note
21,28,A,1,no,,,l,,e,e,,,,e,m,,,,,paeonic,,,,,,
21,28,A,1,s ap,,,n,,u,u,,,,b,m,,,,i,paeonic,,,,,,
21,28,BF,1,s ap,,,c,f,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,le,r,a,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,tous,,,l,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,Te,,,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,me,,,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,li,r,a,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,ous,,,lfl,,u,u,,,,m,m,elided enclitic,,,i,paeonic,,,,,,
21,28,G,1,t' am,,,n,f,b,b,,,,m,m,elided enclitic,,,,paeonic,,,,,,
21,28,A,1,t' am,,,c,f,m,m,,,,m,m,,,,,paeonic,,,,,,
21,28,BF,1,bro,r,a,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,28,A,2,tAi,,,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,29,G,2,Kei,,,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,29,G,1,ri,p,g,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,29,B,2,sU,r,a,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,29,BF,2,rO,,,p,,e,e,,,,e,e,,,,,paeonic,,,,,,
21,29,BF,1,n a,r,a,,,b,b,,,,b,b,,,,,paeonic,,,,,,
21,29,A,2,naks,,,p,,e,e,,,,e,e,,,,,paeonic,,hyperbaton,,,,
21,29,,,gAs,R,c,l,,u,u,,,,,u,,,,i,paeonic,n,hyperbaton,,,,
21,29,,,pe,,,,,u,u,,,,,u,,,,i,paeonic,,hyperbaton,,,,
21,29,,,lO,r,a,,,u,u,,,,,u,,,,i,paeonic,,hyperbaton,,,,
21,29,,,rOi,,,l,,u,u,,,,,u,,,,i,paeonic,,hyperbaton,,,,
21,29,,,su,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,29,,,nan,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,29,,,tAis,P,c,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,29,A,1,ko,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,29,G,2,rAi,,,p,,e,e,,,,,e,,p,e,,paeonic,,,,,,
21,30,E,2,al,,,,,b,,,b,,,b,proclitic,,b,,paeonic,,,,,,
21,30,e,1,la,p,g,fl,,e,,,m,,,m,proclitic,,,,paeonic,,,,,,
21,30,e,1,lA,,,n,,b,b,,m,,,m,,,,,paeonic,n,,,,,
21,30,f,1,lA,,,,,m,m,,m,,,m,,,,,paeonic,n,,,,,
21,30,f,2,tou,p,c,l,,e,e,,e,,,m,,,,,paeonic,n,,,,,
21,30,f,1,s e,,,,l,b,b,,,,,m,,,,,paeonic,,,,,,
21,30,f,1,ra,,,,l,m,m,,,,,m,,,,,paeonic,,,,,,
21,30,f,1,to,,,c,l,m,m,,,,,m,,,,,paeonic,,,,,,
21,30,f,1,gle,r,a,,,m,m,,,,,m,,,,i,paeonic,,,,,,
21,30,,,Pa,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,ro,,,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,n er,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,no,,,p,,u,u,,,,,u,,,,i,paeonic,,,,,,there should be a pause at the end of this vocative phrase
21,30,,,s a,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,gri,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,c,2,Am,,,l,,u,u,,,,,m,,,,i,paeonic,,,,,,
21,31,d,2,pai,R,c,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,31,c,1,da,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,31,f,1,gAs,R,c,n,,b,b,b,,,,m,,,,s,paeonic,,,,,,
21,31,,1,gAs,R,c,lfl,,e,e,e,,,,m,enclitic,,,s,paeonic,n,,,,,
21,31,fS,1,t' e,r,a,,,b,b,,,,,m,,,,,paeonic,n,,,,,
21,31,d,1,pe,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,31,d,1,Pne,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,31,e,2,s I,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,31,e,2,oi,p,c,p,,e,e,,,,,e,,,,,paeonic,,,,,,
21,31,e,1,s ho,,,,,b,b,b,,,,b,,,,,paeonic,,,,,,
21,31,,,moi,r,a,,,m,m,m,,,,m,,,,i,paeonic,,,,,,
21,31,,,jOs,,,f,,e,e,m,,,,u,,,,i,paeonic,,,,,,
21,31,,,te,,,fl,,s,,e,,,,u,enclitic,,,i,paeonic,,,,,,
21,31,,,ti,,,,,b,b,,,,,u,,,,i,paeonic,n,,,,,
21,31,,,tu,,,,,m,m,,,,,u,,,,i,paeonic,n,,,,,
21,32,,,o,p,g,lf,,e,e,,,,,u,,,,i,paeonic,n,,,,,
21,32,,,n ho,r,a,,,b,,,b,,,u,prepositive,,,i,paeonic,,,,,,
21,32,,,ti,,,fl,,e,,,m,,,u,prepositive,,,i,paeonic,,,,,,
21,32,f,1,po,r,a,,,b,b,,m,,,u,,,,,paeonic,,,,,,
21,32,e,1,To,,,l,,e,e,,e,,,m,,,,,paeonic,,,,,,
21,32,f,2,n es,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,32,d,1,Ke,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,32,e,2,mA,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,32,e,2,tros,p,g,lu,,e,e,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,ul,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,f,1,TE,P,c,n,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,32,d,1,TE,P,c,lf,,e,e,,,,,m,,,,,paeonic,,,,,,
21,33,d,2,r' hAi,P,c,fl,,s,,,b,,,m,prepositive,,,i,paeonic,,,,,,
21,33,e,1,ka,,,,,b,b,,m,,,m,,,,,paeonic,,,,,,
21,33,f,2,tek,r,a,,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,33,E,2,tA,,,lu,,e,e,,e,,,m,,,,,paeonic,,,,,,
21,33,A,1,s ho,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,33,e,2,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,ul,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,1,sU,r,a,n,,b,b,,,,,u,,,,s,paeonic,,,,,,
21,33,f,1,sU,r,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,33,d,2,riG,,,lf,,e,e,,,,,m,,,,,paeonic,,,,,,
21,33,e,1,m' a,,,fl,,s,,,b,,,m,proclitic,,,,paeonic,,,,,,
21,33,f,2,p' eu,,,,,b,b,,m,,,m,,,,i,paeonic,,,,,,
21,34,,1,nOn,p,c,n,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,34,e,1,nOn,p,c,lu,,u,u,,e,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,p,,u,u,,,,,u,,p,e,,paeonic,,,,,,
21,35,,,ho,r,a,,,u,u,,b,,,u,prepositive,,b,i,paeonic,,,,,,
21,35,,,t' e,,,fl,,b,b,,m,,,u,,,,,paeonic,,,,,,
21,35,d,1,pe,,,,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,35,e,2,Prou,r,a,,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,35,E,1,reis,,,n,,m,m,,m,,,m,,,,s,paeonic,,,,,,
21,35,,1,reis,,,lf,,e,e,,m,,,m,,,,s,paeonic,,,,,,
21,35,a,1,de,P,g,fl,,s,,,e,,,m,postpositive,,,,paeonic,,,,,,
21,35,a,1,gA,R,c,n,,b,b,,,,,m,,,,s,paeonic,n,,,,,
21,35,,1,gA,R,c,l,,u,u,,,,,u,,,,s,paeonic,n,,,,,
21,35,,,s i,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,e,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,ro,p,a,p,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,n O,r,c,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,naks,,,p,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,pa,,,fl,,u,u,,b,,,u,proclitic,,,i,paeonic,,,,,,
21,35,,,r' om,,,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,36,,,Pa,,,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,36,,,lo,p,a,p,,u,u,,e,,,u,,,,i,paeonic,,,,,,
21,36,,,n ho,P,G,fl,,u,u,,b,,,u,proclitic,,,i,paeonic,,prolepsis,,,,
21,36,,,bar,r,a,,,b,b,,m,,,u,,,,s,paeonic,,prolepsis,,,,
21,36,g,1,ba,,,,,m,m,,m,,,m,,,,,paeonic,,prolepsis,,,,
21,36,a,1,ro,,,l,,e,e,,e,,,m,,,,,paeonic,,prolepsis,,,,
21,36,bF,1,s a,r,a,,,b,b,,,,,m,,,,,paeonic,,prolepsis,,,,
21,36,a,2,rE,,,lf,,e,e,,,,,m,,,,,paeonic,,prolepsis,,,,
21,36,a,1,s ho,r,a,,,b,,,b,,,m,prepositive,,,,paeonic,,,,,,
21,36,f,1,te,,,f,,e,,,m,,,m,prepositive,,,,paeonic,,,,,,
21,36,,1,te,,,,,b,,,m,,,m,,,,s,paeonic,,,,,,
21,36,g,2,om,p,g,fl,,e,,,e,,,m,,,,,paeonic,,,,,,
21,36,a,2,man,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,36,bF,1,to,r,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,36,,,su,,,,,m,m,,,,,u,,,,,paeonic,,,,,,
21,36,,,no,,,lf,,e,e,,,,,u,,,,s,paeonic,,,,,,
21,37,,,n ou,P,G,fl,,u,u,,b,,,u,proclitic,,,i,paeonic,,,,,,
21,37,,,se,,,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,37,,,bid,r,a,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,37,,,zO,,,l,,u,u,,e,,,u,,,,i,paeonic,,,,,,
21,37,,,n he,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,37,,,dos,,,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,37,,,po,,,,l,u,u,,,,,u,,,,i,paeonic,,,,,,
21,37,,,lu,,,c,l,u,u,,,,,u,,,,i,paeonic,,,,,,
21,37,,,ku,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,37,,,Tes,p,g,l,,e,e,,,,,u,,,,,paeonic,,,,,,
21,37,d,2,lEid,,,,,b,b,,,,,u,,,,,paeonic,,,,,,
21,37,f,1,zo,r,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,37,e,1,me,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,37,f,1,no,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,37,g,2,s O,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,37,f,1,le,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,37,g,2,T' hug,,,,,b,b,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,38,bF,2,rAi,p,c,l,,e,e,,,,,u,,,,,paeonic,,hyperbaton,,,,
21,38,a,1,Ki,,,,,b,b,,,,,u,,,,,paeonic,,,,,,
21,38,,,o,p,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,38,,,no,,,lf,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,38,,,s en,P,G,fl,,u,u,,b,,,u,proclitic,,,i,paeonic,,,,,,
21,38,,,dza,r,a,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,38,,,lAi,,,p,,u,u,,e,,,u,,p,e,i,paeonic,,,,,,
21,39,,,al,P,a,f,,u,u,,,,,u,,,b,i,aeolic,,,,,,"áll' is an adverbial form of állos, referring to another time."
21,39,,,l' O,R,c,fl,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,39,,,Poi,r,c,,,u,u,,,,,u,,,,i,aeolic,n,,,,,
21,39,,,be,,,p,,u,u,,,,,u,,,,i,aeolic,n,,,,,
21,39,f,2,sOid,r,c,,,b,b,,,,,u,,,,,aeolic,,,,,,
21,39,e,1,ze,,,l,,e,e,,,,,m,,,,,aeolic,,,,,,
21,39,f,1,Te,,,,l,b,b,,,,,m,,,,,aeolic,,hyperbaton,,,,
21,39,f,2,ok,r,a,c,l,m,m,,,,,m,,,,,aeolic,,hyperbaton,,,,
21,39,e,2,tis,,,,,m,m,,,,,m,,,,,aeolic,,hyperbaton,,,,
21,39,e,2,ton,,,l,,e,e,,,,,m,,,,,aeolic,,hyperbaton,,,,
21,39,e,2,pal,,,,,b,b,,,,,m,,,,,aeolic,n,,,,,
21,39,f,1,la,p,a,,,m,m,,,,,m,,,,,aeolic,n,,,,,
21,39,d,1,do,,,l,,e,e,,,,,u,,,,,aeolic,n,,,,,
21,39,,,s as,r,a,,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,39,,,tu,,,lf,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,39,,,kai,P,g,fl,,u,u,,b,,,u,proclitic,,,i,aeolic,,,,,,
21,40,,,lA,,,,,u,u,,m,,,u,,,,i,aeolic,,,,,,
21,40,,,on,p,g,l,,u,u,,e,,,u,,,,i,aeolic,,,,,,
21,40,,,klei,,,,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,40,,,non,p,a,p,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,40,,,sun,?,a,f,,u,u,b,,,,b,proclitic,,,i,aeolic,,,,,,
21,40,BF,1,te,,,fl,,u,u,e,,,,m,enclitic,,,,aeolic,,,,,,
21,40,d,1,Te,,,,,b,b,,,,,m,,,,,aeolic,,,,,,
21,40,e,2,A,p,a,l,,e,e,,,,,e,,,,,aeolic,,,,,,pause at this juncture possible w dagm. I've gone w l as in AGM.
21,40,f,2,tok,r,a,,,b,b,,,,,b,,,,,aeolic,,,,,,
21,40,d,2,sOn,,,l,,e,e,,,,,m,,,,,aeolic,,,,,,
21,40,d,2,des,,,,,b,b,,,,,m,,,,,aeolic,,,,,,
21,40,d,1,po,p,a,,,m,m,,,,,m,,,,,aeolic,,,,,,
21,40,BF,1,ti,,,l,,e,e,,,,,m,,,,,aeolic,,,,,,
21,40,d,2,krE,,,,,b,b,,,,,m,,,,,aeolic,n,,,,,"I'm taking krEsiOn as additive, not the second member of a dNP"
21,40,eF,1,si,r,a,,,m,m,,,,,m,,,,,aeolic,n,,,,,
21,40,A,2,On,,,l,,e,e,,,,,u,,,,,aeolic,n,,,,,
21,41,,,ku,,,,,u,u,b,,,,u,,,,i,aeolic,,,,,,
21,41,,,nOn,p,c,lfl,,u,u,e,,,,u,,,,i,aeolic,,,,,,pause at this juncture possible
21,41,,,t' ar,r,a,,,u,u,,,,,u,elided enclitic,,,i,aeolic,n,,,,,
21,41,,,te,,,,,u,u,,,,,u,,,,i,aeolic,n,,,,,
21,41,,,mi,,,lf,,u,u,,,,,u,,,,i,aeolic,n,,,,,
21,41,,,s E,,,,,u,u,,b,,,b,proclitic,,,i,aeolic,,,,,,
21,41,,,de,p,g,fl,,u,u,,m,,,m,proclitic,,,i,aeolic,,,,,,
21,41,,,lA,,,,,u,u,,m,,,m,,,,i,aeolic,n,,,,,
21,41,,,tO,p,g,l,,u,u,,m,,,m,,,,i,aeolic,n,,,,,
21,41,A,2,kU,,,,,b,b,,m,,,m,,,,,aeolic,,,,,,
21,41,BF,2,dis,r,a,,,m,m,,m,,,m,,,,,aeolic,,,,,,
21,41,BF,2,tA,,,p,,e,e,,e,,,e,,,,,aeolic,,,,,,
21,41,d,2,kai,P,g,fl,,s,,,b,,,b,proclitic,,,,aeolic,,,,,,
21,41,d,1,na,,,,,b,b,,m,,,m,,,,,aeolic,,,,,,
21,41,eF,1,e,R,a,,,m,m,,m,,,m,,,,,aeolic,,,,,,
21,41,eF,2,tAs,,,l,,e,e,,e,,,m,,,,,aeolic,,,,,,
21,42,d,2,del,,,,,b,b,,,,,m,,,,,aeolic,n,,,,,
21,42,d,2,POn,p,c,l,,e,e,,,,,u,,,,,aeolic,n,,,,,
21,42,,,tE,,,,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,42,,,me,,,,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,42,,,lei,r,c,lf,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,42,,,T' ha,r,a,,,u,u,,b,,,u,prepositive,,,i,aeolic,,,,,,
21,42,,,ma,,,fl,,u,u,,m,,,u,prepositive,,,i,aeolic,,,,,,
21,42,,,tek,r,a,,,u,u,,m,,,u,,,,i,aeolic,,,,,,
21,42,,,nois,,,p,,u,u,,e,,,u,,,,i,aeolic,,,,,,juncture p with AGM
21,42,,,sum,,,,,u,u,,,,,u,,,,i,aeolic,,,,,,
21,42,,,bi,r,a,,,u,u,,,,,u,,,,,aeolic,,,,,,
21,42,A,2,ois,,,p,,e,e,,,,,m,,,,,aeolic,,,,,,
21,42,d,2,dO,r,a,,,b,b,,,,,m,,,,,aeolic,,,,,,
21,42,BF,1,ma,,,,,m,m,,,,,m,,,,,aeolic,,,,,,
21,42,BF,1,si,,,l,,e,e,,,,,m,,,,,aeolic,,,,,,
21,42,A,2,n ap,,,,,b,b,,,,,m,,,,,aeolic,,,,,,
21,43,BF,2,tais,r,a,,,m,m,,,,,m,,,,,aeolic,,,,,,
21,43,BF,2,tous,,,p,,e,e,,,,,e,,,,,aeolic,,,,,,
21,43,f,2,bak,r,a,,,b,b,b,,,,b,,,,,aeolic,n,,,,,
21,43,e,2,Kou,,,lfl,,e,e,e,,,,u,,,,,aeolic,n,,,,,
21,43,,,T' hI,,,,l,u,u,,,,,u,elided enclitic,,,i,aeolic,,hyperbaton,,,,
21,43,,,e,,,,l,u,u,,,,,u,,,,i,aeolic,,hyperbaton,,,,
21,43,,,ro,,,c,l,u,u,,,,,u,,,,i,aeolic,,hyperbaton,,,,
21,43,,,nI,r,a,,,u,u,,,,,u,,,,i,aeolic,,hyperbaton,,,,
21,43,,,kai,,,,,u,u,,,,,u,,,,i,aeolic,,hyperbaton,,,,
21,43,,,si,,,l,,u,u,,,,,u,,,,i,aeolic,,hyperbaton,,,,
21,43,,,n eu,,,,,u,u,,,,,u,,,,s,aeolic,,,,,,
21,43,,,me,,,,,m,m,,,,,u,,,,s,aeolic,,,,,,
21,43,,,neis,p,c,l,,e,e,,,,,u,,,,,aeolic,,,,,,
21,43,g,1,mo,r,a,,,b,b,,,,,u,,,,,aeolic,,,,,,
21,43,eF,1,le,,,,,m,m,,,,,m,,,,s,aeolic,,,,,,
21,43,eF,2,te p,,,l,,e,e,,,,,m,,,,,aeolic,,,,,,
21,44,eF,2,ros,,,,,b,b,,b,,,m,proclitic,,,,aeolic,,,,,,
21,44,eF,1,po,r,a,,,m,m,,m,,,m,,,,,aeolic,,,,,,
21,44,d,2,loi,,,,,m,m,,m,,,m,,,,,aeolic,,,,,,
21,44,d,1,si,,,p,,e,e,,e,,,e,,,,,aeolic,,,,,,
21,44,d,2,tAn,P,a,f,,s,,b,b,,,b,prepositive,,,,aeolic,,,,,,phrasing?
21,44,BF,1,te,,,fl,,s,,e,m,,,m,enclitic,,,,aeolic,,,,,,phrasing?
21,44,d,1,do,,,,l,b,b,,m,,,m,,,,,aeolic,,hyperbaton,,,,
21,44,d,2,ris,r,a,c,l,m,m,,m,,,u,,,,,aeolic,,hyperbaton,,,,acute insecure!
21,44,,,tep,,,,,u,u,,m,,,u,,,,i,aeolic,,hyperbaton,,,,
21,44,,,ton,,,l,,u,u,,e,,,u,,,,i,aeolic,,hyperbaton,,,,
21,44,,,kar,r,a,,,u,u,,,,,u,,,,i,aeolic,,hyperbaton,,,,
21,44,,,tei,,,l,,u,u,,,,,u,,,,i,aeolic,,hyperbaton,,,,
21,44,d,2,rhO,,,,,b,b,,,,,u,,,,,aeolic,n,,,,,
21,44,d,2,mai,?,a,,,m,m,,,,,m,,,,,aeolic,n,,,,,
21,44,BF,2,jO,,,l,,e,e,,,,,m,,,,,aeolic,n,,,,,
21,45,A,2,n ar,,,,,b,b,,,,,m,,,,,aeolic,,,,,,
21,45,A,2,KA,p,g,l,,e,e,,,,,m,,,,,aeolic,,,,,,
21,45,BF,2,n auk,r,a,,,b,b,,,,,m,,,,,aeolic,,,,,,
21,45,G,1,se,,,l,,e,e,,,,,m,,,,,aeolic,,,,,,
21,45,G,1,t' a,,,,,b,b,,,,,m,,,,,aeolic,,,,,,
21,45,BF,2,gE,,,,,m,m,,,,,m,,,,,aeolic,,,,,,
21,45,BF,1,ra,r,a,,,m,m,,,,,m,,,,,aeolic,,,,,,
21,45,A,2,tOi,,,l,,e,e,,,,,u,,,,,aeolic,,,,,,
21,45,d,2,Tal,r,a,,,b,b,,,,,u,,,,,aeolic,,,,,,
21,45,,,lou,,,,,m,m,,,,,u,,,,s,aeolic,,,,,,
21,45,,,san,,,l,,e,e,,,,,u,,,,s,aeolic,,,,,,
21,45,,,Pe,,,,l,b,b,,,,,u,,,,s,aeolic,,,,,,
21,45,,,re,,,c,l,m,m,,,,,u,,,,s,aeolic,,,,,,
21,45,BF,2,nI,r,a,,,m,m,,,,,m,,,,,aeolic,,,,,,
21,45,,,kAn,,,p,,e,e,,,,,e,,p,e,,aeolic,,,,,,